how many are cows and how many are chickens ? CANNOTDISTRIBUTE	WHNP0 WHNP1 S0 S1 CC0 SBAR0 SBAR1 SBAR2 SBAR3 .0 CANNOTDISTRIBUTE	how many are cows ? how many are chickens ?
how many children and adults were admitted ? CANNOTDISTRIBUTE	WRB0 JJ0 NNS0 CC0 NNS0 VP0 VP1 .0 CANNOTDISTRIBUTE	how many children were admitted ? how many adults were admitted ?
some of the tickets cost 7 dollars per ticket and some cost 9 dollars per ticket . CANNOTDISTRIBUTE	S0 S1 S2 S3 S4 S5 S6 S7 S8 CC0 S0 S1 S2 S3 S4 S5 .0 CANNOTDISTRIBUTE	some of the tickets cost 7 dollars per tickets . some of the tickets cost 9 dollars per tickets .
dan grew 42 turnips and 38 cantelopes . CANNOTDISTRIBUTE	NP0 VBD0 NP0 NP1 CC0 NP0 NP1 .0 CANNOTDISTRIBUTE	dan grew 42 turnips . dan grew 38 cantelopes .
a garden table and a bench cost 750 combined . CANNOTDISTRIBUTE	NP0 NP1 NP2 CC0 NP0 NP1 VP0 VP1 VP2 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
she counted 40 heads and 126 legs . CANNOTDISTRIBUTE	NP0 VBD0 NP0 NP1 CC0 NP0 NP1 .0 CANNOTDISTRIBUTE	she counted 40 heads . she counted 126 legs .
the admission fee at an amusement park is 1 .5 dollars for children and 4 dollars for adults . CANNOTDISTRIBUTE	NP0 NP1 NP2 NP3 NP4 NP5 NP6 VBZ0 NP0 NP1 NP2 NP3 NP4 CC0 NP0 NP1 NP2 NP3 .0 CANNOTDISTRIBUTE	the admission fee at an amusement park is 1 .5 dollars for children the admission fee at an amusement park is 4 dollars for adults
you are selling hot dogs and soda . CANNOTDISTRIBUTE	NP0 VBP0 VBG0 JJ0 NNS0 CC0 NN0 .0 CANNOTDISTRIBUTE	you are selling hot dogs . you are selling soda .
cashews sell for 5 .00 dollars a pound and peanuts sell for 2 .00 dollars a pound . CANNOTDISTRIBUTE	S0 S1 S2 S3 S4 S5 S6 S7 CC0 S0 S1 S2 S3 S4 S5 S6 S7 .0 CANNOTDISTRIBUTE	cashews sell for 5 .00 dollars a pound . peanuts sell for 2 .00 dollars a pound .
find the price of a senior citizen ticket and the price of a student ticket . . CANNOTDISTRIBUTE	VB0 NP0 NP1 NP2 NP3 NP4 NP5 NP6 CC0 NP0 NP1 NP2 NP3 NP4 NP5 .0 .0 CANNOTDISTRIBUTE	find the price of a senior citizen ticket . find the price of a student ticket . .
if he works 18 hours in a week and earned 88 .00 dollars , how many hours did he work on saturday ? CANNOTDISTRIBUTE	IN0 NP0 VP0 VP1 VP2 VP3 VP4 VP5 CC0 VP0 VP1 VP2 VP3 ,0 SBARQ0 SBARQ1 SBARQ2 SBARQ3 SBARQ4 SBARQ5 SBARQ6 SBARQ7 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
to fill an order , the factory dyed 61921 yards of silk green and 49500 yards pink . CANNOTDISTRIBUTE	S0 S1 S2 S3 ,0 NP0 NP1 VBD0 NP0 NP1 IN0 NP0 NP1 CC0 NP0 NP1 NP2 .0 CANNOTDISTRIBUTE	to fill an order , the factory dyed 61921 yards of silk green . to fill an order , the factory dyed 49500 yards of silk pink .
4 pencils and 5 pens cost a total of 2 .00 dollars . CANNOTDISTRIBUTE	NP0 NP1 CC0 NP0 NP1 VP0 VP1 VP2 VP3 VP4 VP5 VP6 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
if 4 apples and 2 oranges equals 1 dollars and 2 apples and 3 orange equals 0 .70 dollars , how much does each apple and each orange cost ? CANNOTDISTRIBUTE	IN0 NP0 NP1 CC0 NP0 NP1 VP0 VP1 VP2 CC0 NP0 NP1 CC0 S0 S1 S2 S3 S4 S5 ,0 WHNP0 WHNP1 VBZ0 NP0 NP1 CC0 NP0 NP1 NP2 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
a second purchase of 54 bath towels and 50 washcloths , at the same prices , cost 923 dollars . CANNOTDISTRIBUTE	NP0 NP1 NP2 IN0 NP0 NP1 NP2 CC0 NP0 NP1 ,0 PP0 PP1 PP2 PP3 ,0 VP0 VP1 VP2 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
you sell 525 tickets and collect 2876 dollars . CANNOTDISTRIBUTE	NP0 VP0 VP1 VP2 CC0 VP0 VP1 VP2 .0 CANNOTDISTRIBUTE	you sell 525 tickets . you collect 2876 dollars .
3 pencils and 4 pens cost 1 .58 dollars . CANNOTDISTRIBUTE	NP0 NP1 CC0 NP0 NP1 VP0 VP1 VP2 VP3 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
how many first class and coach class seats are there on the plane ? CANNOTDISTRIBUTE	WRB0 JJ0 JJ0 NN0 CC0 NN0 NN0 NNS0 VP0 VP1 VP2 VP3 VP4 .0 CANNOTDISTRIBUTE	how many first class seats are there on the plane ? how many coach class seats are there on the plane ?
sara picked 6 pears and tim picked 5 pears from the pear tree . CANNOTDISTRIBUTE	NP0 VP0 VP1 VP2 CC0 NP0 VP0 VP1 VP2 VP3 VP4 VP5 VP6 .0 CANNOTDISTRIBUTE	sara picked 6 pears from the pears tree . tim picked 5 pears from the pears tree .
determine the cost of 1 football and the cost of one soccer ball , in dollars . CANNOTDISTRIBUTE	VB0 NP0 NP1 NP2 NP3 NP4 CC0 NP0 NP1 NP2 NP3 NP4 NP5 NP6 NP7 NP8 .0 CANNOTDISTRIBUTE	determine the cost of 1 football , in dollars . determine the cost of one soccer ball , in dollars .
her dad gave her 27 pennies and her mother gave her 19 pennies . CANNOTDISTRIBUTE	S0 S1 S2 S3 S4 S5 CC0 S0 S1 S2 S3 S4 S5 .0 CANNOTDISTRIBUTE	her dad gave her 27 pennies . her mother gave her 19 pennies .
find the amount invested at 16 % and 14 % . CANNOTDISTRIBUTE	VB0 NP0 NP1 VBN0 IN0 NP0 NP1 CC0 NP0 NP1 .0 CANNOTDISTRIBUTE	find the amount invested at 16 % . find the amount invested at 14 % .
there are 2 strengths of white vinegar , a 5 % solution and a 10 % solution . CANNOTDISTRIBUTE	NP0 VBP0 NP0 NP1 NP2 NP3 NP4 ,0 NP0 NP1 NP2 NP3 CC0 NP0 NP1 NP2 NP3 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
36 more than the product of three and x is the same as 48 . CANNOTDISTRIBUTE	NP0 NP1 IN0 NP0 NP1 IN0 NP0 CC0 SYM0 VP0 VP1 VP2 VP3 VP4 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
a chemist is mixing a solution that is 32 % sodium and another solution that is 12 % sodium . CANNOTDISTRIBUTE	NP0 NP1 VBZ0 VBG0 NP0 NP1 WHNP0 VBZ0 NP0 NP1 NP2 CC0 NP0 NP1 NP2 NP3 NP4 NP5 NP6 .0 CANNOTDISTRIBUTE	a chemist is mixing a solution that is 32 % sodium . a chemist is mixing another solution that is 12 % sodium .
a restaurant made 9 hamburgers and 4 hot dogs to serve during lunch . CANNOTDISTRIBUTE	NP0 NP1 VBD0 NP0 NP1 CC0 NP0 NP1 NP2 S0 S1 S2 S3 .0 CANNOTDISTRIBUTE	a restaurant made 9 hamburgers to serve during lunch . a restaurant made 4 hot dogs to serve during lunch .
sara had 100 pennies and 783 quarters in her bank . CANNOTDISTRIBUTE	NP0 VBD0 NP0 NP1 CC0 NP0 NP1 PP0 PP1 PP2 .0 CANNOTDISTRIBUTE	sara had 100 pennies in her bank . sara had 783 quarters in her bank .
an auditorium has 500 balcony seats and 1800 main level seats . CANNOTDISTRIBUTE	NP0 NP1 VBZ0 NP0 NP1 NP2 CC0 NP0 NP1 NP2 NP3 .0 CANNOTDISTRIBUTE	an auditorium has 500 balcony seats an auditorium has 1800 main-level seats .
amber has 30 coins in nickels and dimes . CANNOTDISTRIBUTE	NP0 VBZ0 NP0 NP1 IN0 NNS0 CC0 NNS0 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
if 175 tickets were sold and the profit was 750 dollars , how many kid tickets were sold ? CANNOTDISTRIBUTE	SBAR0 SBAR1 SBAR2 SBAR3 SBAR4 CC0 S0 S1 S2 S3 S4 ,0 SBAR0 SBAR1 SBAR2 SBAR3 SBAR4 SBAR5 SBAR6 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
a restaurant served 7 slices of pie during lunch and 5 during dinner today . CANNOTDISTRIBUTE	NP0 NP1 VBD0 NP0 NP1 NP2 NP3 PP0 PP1 CC0 NP0 PP0 PP1 NP0 .0 CANNOTDISTRIBUTE	a restaurant served 7 slices of pie during lunch today . a restaurant served 5 slices of pie during dinner today .
sally paid $ 12 .32 total for peaches , after a 3 dollar coupon , and $ 11 .54 for cherries . CANNOTDISTRIBUTE	NP0 VBD0 NP0 NP1 NP2 NP3 PP0 PP1 ,0 PP0 PP1 PP2 PP3 PP4 ,0 CC0 NP0 NP1 NP2 NP3 NP4 .0 CANNOTDISTRIBUTE	sally paid $12 .32 total for peaches , after a 3 dollar coupon . sally paid $11 .54 for cherries .
class and 2 .125 laps during track practice . CANNOTDISTRIBUTE	NP0 CC0 NP0 NP1 NP2 PP0 PP1 PP2 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
the sum of two numbers is 52 , and their difference is 6 . CANNOTDISTRIBUTE	S0 S1 S2 S3 S4 S5 S6 ,0 CC0 S0 S1 S2 S3 .0 CANNOTDISTRIBUTE	the sum of two numbers is 52 . the difference of two numbers is 6 .
jenny bought 12 pounds of fruit and paid 10 .00 dollars . CANNOTDISTRIBUTE	NP0 VP0 VP1 VP2 VP3 VP4 CC0 VP0 VP1 VP2 VP3 .0 CANNOTDISTRIBUTE	jenny bought 12 pounds of fruit . jenny paid 10 .00 dollars .
terry did all 25 problems on his test and got an 85 . CANNOTDISTRIBUTE	NP0 VP0 VP1 VP2 VP3 VP4 VP5 VP6 CC0 VP0 VP1 VP2 .0 CANNOTDISTRIBUTE	terry did all 25 problems on his test . terry got an 85 .
admission to an amusement park is 8 dollars for adults and 5 dollars for children . CANNOTDISTRIBUTE	NP0 NP1 NP2 NP3 NP4 VBZ0 NP0 NP1 NP2 NP3 CC0 NP0 NP1 NP2 NP3 .0 CANNOTDISTRIBUTE	admission to an amusement park is 8 dollars for adults . admission to an amusement park is 5 dollars for children .
donna invested her 33,000 dollars bonus and received a total of 970 dollars in interest after one year . CANNOTDISTRIBUTE	NP0 VP0 VP1 VP2 VP3 VP4 CC0 VP0 VP1 VP2 VP3 VP4 VP5 VP6 VP7 VP8 VP9 VP10 .0 CANNOTDISTRIBUTE	donna invested her 33 ,000 dollars bonus . donna received a total of 970 dollars in interest after one year .
the recipe calls for 8 cups of flour and 2 cups of sugar . CANNOTDISTRIBUTE	NP0 NP1 NNS0 IN0 NP0 NP1 NP2 NP3 CC0 NP0 NP1 NP2 NP3 .0 CANNOTDISTRIBUTE	the recipe calls for 8 cups of flour . the recipe calls for 2 cups of sugar .
the red rose theatre sells tickets for 4 .50 dollars and 6 .00 dollars . CANNOTDISTRIBUTE	NP0 NP1 NP2 NP3 VBZ0 NP0 IN0 NP0 NP1 NP2 CC0 NP0 NP1 NP2 .0 CANNOTDISTRIBUTE	the red rose theatre sells tickets for 4 .50 dollars . the red rose theatre sells tickets for 6 .00 dollars .
park workers will plant 41 dogwood trees today and 20 dogwood trees tomorrow . CANNOTDISTRIBUTE	NP0 NP1 MD0 VP0 VP1 VP2 VP3 VP4 CC0 NP0 NP1 NP2 NP0 .0 CANNOTDISTRIBUTE	park workers will plant 41 dogwood trees today . park workers will plant 20 dogwood trees tomorrow .
model b takes 3 hours to produce and costs 7 dollars each . CANNOTDISTRIBUTE	NP0 NP1 VP0 VP1 VP2 VP3 VP4 CC0 VP0 VP1 VP2 VP3 .0 CANNOTDISTRIBUTE	model b takes 3 hours to produce . model b costs 7 dollars each .
on a college entrance exam , each correct answer adds 1 point to your raw score , each unanswered question adds nothing and each incorrect answer subtracts 0 .25 point . CANNOTDISTRIBUTE	PP0 PP1 PP2 PP3 PP4 ,0 S0 S1 S2 S3 S4 S5 S6 S7 S8 S9 ,0 S0 S1 S2 S3 S4 CC0 S0 S1 S2 S3 S4 S5 S6 .0 CANNOTDISTRIBUTE	on a college entrance exam , each correct answer adds 1 point to your raw score . on a college entrance exam , each unanswered question adds nothing . on a college entrance exam , each incorrect answer subtracts 0 .25 .
a company painted some houses in hancock county white and blue using a total of 6689 gallons of paint . CANNOTDISTRIBUTE	NP0 NP1 VBD0 NP0 NP1 IN0 NN0 NN0 JJ0 CC0 JJ0 S0 S1 S2 S3 S4 S5 S6 S7 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
a garden table and a bench cost 450 dollars combined . CANNOTDISTRIBUTE	NP0 NP1 NP2 CC0 NP0 NP1 VP0 VP1 VP2 VP3 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
dan had 14 peaches and 10 pears at his roadside fruit dish . CANNOTDISTRIBUTE	NP0 VBD0 NP0 NP1 CC0 NP0 NP1 PP0 PP1 PP2 PP3 PP4 .0 CANNOTDISTRIBUTE	dan had 14 peaches at his roadside fruit dish . dan had 10 pears at his roadside fruit dish .
if maria answered all of the questions and got a score of 325 , how many did she get correct ? CANNOTDISTRIBUTE	IN0 NP0 VP0 VP1 VP2 VP3 VP4 CC0 VP0 VP1 VP2 VP3 VP4 ,0 WHNP0 WHNP1 SQ0 SQ1 SQ2 SQ3 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
a total of 10,000 dollars is invested in 2 funds paying 5 % and 7 % annual interest . CANNOTDISTRIBUTE	NP0 NP1 NP2 NP3 NP4 VBZ0 VBN0 IN0 NP0 NP1 VBG0 NP0 NP1 CC0 NP0 NP1 NP2 NP3 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
caesar 's charges 800 dollars to rent the room and 30 dollars for each meal . CANNOTDISTRIBUTE	NP0 NP1 VP0 VP1 VP2 VP3 VP4 VP5 VP6 CC0 NP0 NP1 NP2 NP3 NP4 .0 CANNOTDISTRIBUTE	caesar 's charges 800 dollars to rent the room . caesar 's charges 30 dollars for each meal .
it takes a boat 4 hours to travel 24 miles down a river and 6 hours to return upstream to its starting point . CANNOTDISTRIBUTE	NP0 VBZ0 NP0 NP1 NP0 NP1 TO0 VP0 VP1 VP2 VP3 VP4 VP5 CC0 NP0 NP1 S0 S1 S2 S3 S4 S5 S6 .0 CANNOTDISTRIBUTE	it takes a boat 4 hours to travel 24 miles down a river . it takes a boat 6 hours to return upstream to it starting point .
how many liters of 50 % alcohol and 80 % alcohol should be mixed to produce 10 .5 liters of a 70 % alcohol solution ? CANNOTDISTRIBUTE	WRB0 JJ0 NNS0 IN0 NP0 NP1 NP2 CC0 NP0 NP1 NP2 VP0 VP1 VP2 VP3 VP4 VP5 VP6 VP7 VP8 VP9 VP10 VP11 VP12 VP13 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
an investor will invest a total of 15000 dollars in 2 accounts , one paying 4 % annual simple interest and the other 3 % . CANNOTDISTRIBUTE	NP0 NP1 MD0 VB0 NP0 NP1 PP0 PP1 PP2 PP0 PP1 PP2 ,0 NP0 NP1 NP2 NP3 NP4 NP5 NP6 CC0 NP0 NP1 NP2 NP3 .0 CANNOTDISTRIBUTE	an investor will invest a total of 15000 dollars in 2 accounts , one paying 4 % annual simple interest . an investor will invest a total of 15000 dollars in 2 accounts , one paying 3 % annual simple interest .
shannon and her family use up a lot of strawberry and blueberry jelly , since they eat toast every morning . CANNOTDISTRIBUTE	NP0 CC0 NP0 NP1 VBP0 PRT0 NP0 NP1 IN0 NN0 CC0 VBP0 RB0 ,0 SBAR0 SBAR1 SBAR2 SBAR3 SBAR4 SBAR5 .0 CANNOTDISTRIBUTE	shannon and her family use up a lot of strawberry , since they eat toast every morning . shannon and her family use up a lot of blueberry jelly , since they eat toast every morning .
if a serving of fries costs 0 .25 cents more then a hamburger , what is the cost of a hamburger and what is the cost of a serving of french fries ? CANNOTDISTRIBUTE	SBAR0 SBAR1 SBAR2 SBAR3 SBAR4 SBAR5 SBAR6 SBAR7 SBAR8 SBAR9 SBAR10 SBAR11 SBAR12 ,0 WHNP0 SQ0 SQ1 SQ2 SQ3 SQ4 SQ5 CC0 SBARQ0 SBARQ1 SBARQ2 SBARQ3 SBARQ4 SBARQ5 SBARQ6 SBARQ7 SBARQ8 SBARQ9 .0 CANNOTDISTRIBUTE	if a serving of fries costs 0 .25 cents more then a hamburger , what is the costs of a hamburger ? if a serving of fries costs 0 .25 cents more then a hamburger , what is the costs of a serving of french fries ?
keith spent $ 136 .01 on speakers , $ 139 .38 on a cd player , and $ 112 .46 on new tires . CANNOTDISTRIBUTE	NP0 VBD0 NP0 NP1 NP2 NP3 NP4 ,0 NP0 NP1 NP2 NP3 NP4 NP5 NP6 ,0 CC0 NP0 NP1 NP2 NP3 NP4 NP5 .0 CANNOTDISTRIBUTE	keith spent $136 .01 on speakers . keith spent $139 .38 on a cd player . keith spent $112 .46 on new tires .
if there were 22 people at a performance and the theater collected 50 dollars from ticket sales , how many children attended the play ? CANNOTDISTRIBUTE	SBAR0 SBAR1 SBAR2 SBAR3 SBAR4 SBAR5 SBAR6 SBAR7 CC0 S0 S1 S2 S3 S4 S5 S6 S7 ,0 SBAR0 SBAR1 SBAR2 SBAR3 SBAR4 SBAR5 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
a farmer grows only sunflowers and flax on his 240 acre farm . CANNOTDISTRIBUTE	NP0 NP1 VBZ0 RB0 NNS0 CC0 VB0 PP0 PP1 PP2 PP3 PP4 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
she has a 25 % copper solution and a 50 % copper solution . CANNOTDISTRIBUTE	NP0 VBZ0 NP0 NP1 NP2 NP3 NP4 CC0 NP0 NP1 NP2 NP3 NP4 .0 CANNOTDISTRIBUTE	she has a 25 % copper solution . she has a 50 % copper solution
how many colored copies and white copies did she make ? CANNOTDISTRIBUTE	WRB0 JJ0 JJ0 NNS0 CC0 NX0 NX1 SQ0 SQ1 SQ2 .0 CANNOTDISTRIBUTE	how many colored copies did she make ? how many white copies did she make ?
a washer and a dryer cost 600 dollars combined . CANNOTDISTRIBUTE	DT0 NN0 CC0 DT0 NN0 VP0 VP1 VP2 VP3 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
adult tickets for a play cost 11 dollars and the child tickets cost 10 dollars . CANNOTDISTRIBUTE	S0 S1 S2 S3 S4 S5 S6 S7 CC0 S0 S1 S2 S3 S4 S5 .0 CANNOTDISTRIBUTE	adult tickets for a play cost 11 dollars . the child tickets cost 10 dollars .
find rita 's paddling speed in still water and the speed of the river 's current . CANNOTDISTRIBUTE	VB0 NP0 NP1 NP2 NP3 PP0 PP1 PP2 CC0 NP0 NP1 NP2 NP3 NP4 NP5 NP6 .0 CANNOTDISTRIBUTE	find rita 's paddling speed in still water . find the speed of the river 's current .
juan is on his bike and travels 3 miles per hour faster than peter who is on his skateboard . CANNOTDISTRIBUTE	NP0 VP0 VP1 VP2 VP3 CC0 VP0 VP1 VP2 VP3 VP4 VP5 VP6 VP7 VP8 VP9 VP10 VP11 VP12 .0 CANNOTDISTRIBUTE	juan is on his bike . juan travels 3 miles per hour faster than peter who is on his skateboard .
think of a number , half it and the result is 9 . CANNOTDISTRIBUTE	S0 S1 S2 S3 ,0 NP0 NP1 CC0 S0 S1 S2 S3 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
the recipe calls for 7 cups of flour and 3 cups of sugar . CANNOTDISTRIBUTE	NP0 NP1 NNS0 IN0 NP0 NP1 NP2 NP3 CC0 NP0 NP1 NP2 NP3 .0 CANNOTDISTRIBUTE	the recipe calls for 7 cups of flour . the recipe calls for 3 cups of sugar
how many wins and losses did the mariners have ? CANNOTDISTRIBUTE	WRB0 JJ0 NNS0 CC0 NNS0 SQ0 SQ1 SQ2 SQ3 .0 CANNOTDISTRIBUTE	how many wins did the mariners have ? how many losses did the mariners have ?
a direct flight on delta air lines from atlanta to paris is 4000 miles and takes approximately 8 hours going east and 10 hours going west . CANNOTDISTRIBUTE	NP0 NP1 NP2 NP3 NP4 NP5 NP6 NP7 NP8 NP9 NP10 VP0 VP1 VP2 CC0 VBZ0 NP0 NP1 NP2 VP0 VP1 CC0 NP0 NP1 NP2 NP3 .0 CANNOTDISTRIBUTE	a direct flight on delta air lines from atlanta to paris is 4000 miles . a direct flight on delta air lines from atlanta to paris takes approximately 8 hours going east . a direct flight on delta air lines from atlanta to paris takes approximately 10 hours going west .
find the 2 numbers whose sum is 108 and whose difference is 24 . . CANNOTDISTRIBUTE	VB0 NP0 NP1 NP2 SBAR0 SBAR1 SBAR2 SBAR3 CC0 SBAR0 SBAR1 SBAR2 SBAR3 .0 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
you sell tickets for admission to your school play and collect a total of 104 dollars . CANNOTDISTRIBUTE	NP0 VP0 VP1 VP2 VP3 VP4 VP5 VP6 VP7 CC0 VP0 VP1 VP2 VP3 VP4 VP5 .0 CANNOTDISTRIBUTE	you sell tickets for admission to your school play . you collect a total of 104 dollars .
how many jackets were sold before noon and how many jackets were sold after noon ? CANNOTDISTRIBUTE	SBAR0 SBAR1 SBAR2 SBAR3 SBAR4 SBAR5 SBAR6 CC0 SBAR0 SBAR1 SBAR2 SBAR3 SBAR4 SBAR5 SBAR6 .0 CANNOTDISTRIBUTE	how many jackets were sold before noon ? how many jackets were sold after noon ?
admission prices are 6 dollars for adults and 4 dollars for children . CANNOTDISTRIBUTE	NP0 NP1 VBP0 NP0 NP1 NP2 NP3 CC0 NP0 NP1 NP2 NP3 .0 CANNOTDISTRIBUTE	admission prices are 6 dollars for adults . admission prices are 4 dollars for children .
a chemist has a solution that is 18 % alcohol and one that is 50 % alcohol . CANNOTDISTRIBUTE	NP0 NP1 VBZ0 NP0 NP1 WHNP0 VBZ0 NP0 NP1 NP2 CC0 NP0 NP1 NP2 NP3 NP4 NP5 .0 CANNOTDISTRIBUTE	a chemist has a solution that is 18 % alcohol . a chemist has a solution that is 50 % alcohol .
3 pairs of jeans and 6 shirts costs 104 .25 dollars . CANNOTDISTRIBUTE	NP0 NP1 NP2 NP3 CC0 NP0 NP1 VP0 VP1 VP2 VP3 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
how many pounds of peanuts and walnuts must we mix to get 40 pounds of mixture to sell for 3 .00 dollars per pound . CANNOTDISTRIBUTE	WHNP0 WHNP1 WHNP2 IN0 NNS0 CC0 NNS0 MD0 NP0 VP0 VP1 VP2 VP3 VP4 VP5 VP6 VP7 VP8 VP9 VP10 VP11 VP12 VP13 VP14 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
you have 160 dollars and save 7 dollars per week . CANNOTDISTRIBUTE	NP0 VP0 VP1 VP2 CC0 VP0 VP1 VP2 VP3 VP4 .0 CANNOTDISTRIBUTE	you have 160 dollars . you save 7 dollars per week .
mike picked 123 oranges and melanie picked 104 oranges . CANNOTDISTRIBUTE	NP0 VBD0 CD0 NNS0 CC0 NN0 VP0 VP1 VP2 .0 CANNOTDISTRIBUTE	mike picked 123 oranges . melanie picked 104 oranges .
suppose you invested 10,000 dollars , part at 6 % annual interest and the rest at 9 % annual interest . CANNOTDISTRIBUTE	VB0 NP0 VBD0 NP0 NP1 ,0 S0 S1 S2 S3 S4 S5 CC0 VP0 VP1 VP2 VP3 VP4 VP5 VP6 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
melanie had 10 quarters and 17 pennies in her bank . CANNOTDISTRIBUTE	NP0 VBD0 NP0 NP1 CC0 NP0 NP1 PP0 PP1 PP2 .0 CANNOTDISTRIBUTE	melanie had 10 quarters in her bank . melanie had 17 pennies in her bank .
sam 's dog had puppies and 8 had spots . CANNOTDISTRIBUTE	NP0 NP1 NP2 VP0 VP1 CC0 S0 S1 S2 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
jack collects baseball and football cards . CANNOTDISTRIBUTE	NP0 VBZ0 NN0 CC0 NN0 NNS0 .0 CANNOTDISTRIBUTE	jack collects baseball cards . jack collects football cards .
the mechanics worked for a combined total of 20 hours , and together they charged a total of 1100 dollars . CANNOTDISTRIBUTE	S0 S1 S2 S3 S4 S5 S6 S7 S8 S9 ,0 CC0 S0 S1 S2 S3 S4 S5 S6 S7 .0 CANNOTDISTRIBUTE	the mechanics worked for a combined total of 20 hours . together the mechanics charged a total of 1100 dollars .
to buy both a new car and a new house , tina sought two loans totaling 318,338 dollars . CANNOTDISTRIBUTE	TO0 VB0 DT0 NP0 NP1 NP2 CC0 NP0 NP1 NP2 ,0 NP0 VP0 VP1 VP2 VP3 VP4 VP5 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
his dad gave him 3 nickels and 5 pennies . CANNOTDISTRIBUTE	NP0 NP1 VBD0 NP0 NP0 NP1 CC0 NP0 NP1 .0 CANNOTDISTRIBUTE	his dad gave him 3 nickels . his dad gave him 5 pennies .
how many democrats and republicans were there in the senate ? CANNOTDISTRIBUTE	WHADJP0 WHADJP1 NNS0 CC0 NNS0 SQ0 SQ1 SQ2 SQ3 SQ4 .0 CANNOTDISTRIBUTE	how many democrats were there in the senate ? how many republicans were there in the senate ?
roadster 's paving company used 10 tons of cement to pave lexi 's street and 5 .1 tons of cement to pave tess 's street . CANNOTDISTRIBUTE	NP0 NP1 NP2 NP3 VBD0 NP0 NP1 NP2 NP3 NP4 NP5 NP6 NP7 NP8 CC0 NP0 NP1 NP2 NP3 NP4 S0 S1 S2 S3 S4 .0 CANNOTDISTRIBUTE	roadster 's paving company used 10 tons of cement to paving lexi 's street . roadster 's paving company used 5 .1 tons of cement to paving tess 's street .
how many children and adults swam at the public pool that day ? CANNOTDISTRIBUTE	WHADJP0 WHADJP1 NNS0 CC0 NNS0 VP0 VP1 VP2 VP3 VP4 VP5 VP6 .0 CANNOTDISTRIBUTE	how many children swam at the public pool that day ? how many adults swam at the public pool that day ?
eldora bought 15 boxes of paper clips and 7 packages of index cards for a total cost of 55 .40 dollars . CANNOTDISTRIBUTE	NP0 VBD0 NP0 NP1 NP2 NP3 NP4 CC0 NP0 NP1 NP2 NP3 NP4 PP0 PP1 PP2 PP3 PP4 PP5 PP6 PP7 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
together , jane and jill have 32 dolls . CANNOTDISTRIBUTE	ADVP0 ,0 NN0 CC0 NN0 VP0 VP1 VP2 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
there are 21 animals total , all sheep and chickens . CANNOTDISTRIBUTE	NP0 VBP0 NP0 NP1 VBP0 ,0 DT0 NNS0 CC0 NNS0 .0 CANNOTDISTRIBUTE	CANNOTDISTRIBUTE
you sell 1510 tickets and collect 6138 dollars . CANNOTDISTRIBUTE	NP0 VP0 VP1 VP2 CC0 VP0 VP1 VP2 .0 CANNOTDISTRIBUTE	you sell 1510 tickets . you collect 6138 dollars .
2 high speed trains are 380 miles apart and traveling toward each other . CANNOTDISTRIBUTE	NP0 NP1 NP2 NP3 VBP0 ADVP0 ADVP1 ADVP2 CC0 VP0 VP1 VP2 VP3 .0 CANNOTDISTRIBUTE	2 high speed trains are 380 miles apart . 2 high speed trains are traveling toward each other .
